4.660549716454953283e-06,1.457246705863275983e-06,1.668500629657276018e-06,8.079102055519561975e-07
-3.296997275133739524e-01,-3.703610877511743227e-01,-3.126360465521882959e-01,5.920029775909736232e-07
-1.707431645768472950e-02,-2.007557114233547713e-02,-1.833291178283984191e-02,1.183534923677259197e-07
-1.460583100325051620e-01,-1.590022323868874321e-01,-1.497617686070245313e-01,3.823670963339634548e-08
2.039346046635250634e-05,-3.286545493091109216e-01,-2.712226300485644503e-01,-2.865148677292009283e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.391690932907722056e-01,-2.564848536975654070e-01,-1.297327162418271396e-01,-2.185556751485182581e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.335320656897923730e-01,-2.255907490409320981e-01,-2.631457847834318686e-01,9.855503618011380348e-05
-1.772946516371778913e-01,8.898763497826731516e-04,-1.512507353504749519e-01,-1.088404755496955312e-01
-2.900334102770929425e-03,-1.347687075126899059e-01,-9.758019539233063477e-02,-7.651975815224380806e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.639983465437616333e-02,-5.805309705263780873e-02,1.203024647443126129e-02,-8.191454143279211508e-02
4.447338758927846247e-03,5.201324075644581102e-02,3.078537858600554136e-02,1.209170485667158956e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
